Repetition,Fold,LR,NB,KNN,SVM,RF,XGB,CatBoost,MLP
1,1,0.6954164735209627,0.711783851514354,0.7370880491164479,0.7711391320720231,0.8089041178847599,0.822129597922945,0.8289397044072455,0.8222066726931796
1,2,0.7315392161936295,0.7348693968018375,0.7337226343275611,0.7928521959152574,0.8052485716393474,0.8288940100791777,0.8365987344322726,0.8318470748473095
1,3,0.7261847217986168,0.7243178607567201,0.7372697253605723,0.780606115993125,0.8079940850619185,0.8251762534835043,0.8329707148905153,0.827295809664956
1,4,0.7013143450461292,0.7261863734008362,0.7171647715448757,0.7867319086245568,0.8040506094962723,0.8274554645461563,0.8320738948854283,0.8335151930888155
1,5,0.7110417315838093,0.706628099919732,0.7351666852013138,0.7663004881035091,0.8011245208977228,0.8268581350768379,0.8321840017000491,0.834194001600953
1,6,0.7092271712788576,0.7134343526655208,0.7206270803306287,0.7842484494207831,0.804402951303059,0.8218515782160274,0.8293404932124654,0.8181492365744009
1,7,0.7265497258890851,0.7221784853486368,0.724232527975389,0.769223824031693,0.8013133540847976,0.8191275356223072,0.82397663973821,0.8181305184159153
1,8,0.7327052473604644,0.7261538918905229,0.7462384759455147,0.7830989342761413,0.8082743069051288,0.8272666313590814,0.8359656202482026,0.8291791867290458
1,9,0.712479726582758,0.7157757740784335,0.7370605224127926,0.7706744813143231,0.7915171507879795,0.8118841588224737,0.821158455817989,0.8174720796644823
1,10,0.7134855523343194,0.7104917480447782,0.750361425618993,0.7788625745836035,0.8050008313064503,0.8210687187640731,0.8286572804277429,0.8212641583600252
2,1,0.6954164735209627,0.711783851514354,0.7370880491164479,0.7711391320720231,0.8057022117155852,0.822129597922945,0.8280709616398869,0.820345316992014
2,2,0.7315392161936295,0.7348693968018375,0.7337226343275611,0.7928521959152574,0.8073114228112692,0.8288940100791777,0.8375412487654272,0.8316158505366056
2,3,0.7261847217986168,0.7243178607567201,0.7372697253605723,0.780606115993125,0.8071649807478234,0.8251762534835043,0.833740361524715,0.8273938047299685
2,4,0.7013143450461292,0.7261863734008362,0.7171647715448757,0.7867319086245568,0.8035011764913141,0.8274554645461563,0.8320507724543578,0.829079540061814
2,5,0.7110417315838093,0.706628099919732,0.7351666852013138,0.7663004881035091,0.8016458766649526,0.8268581350768379,0.8323216352183254,0.8326838866384281
2,6,0.7092271712788576,0.7134343526655208,0.7206270803306287,0.7842484494207831,0.8038485634914431,0.8218515782160274,0.8303760478039747,0.8203568782075491
2,7,0.7265497258890851,0.7221784853486368,0.724232527975389,0.769223824031693,0.8025063614212148,0.8191275356223072,0.8240085707144502,0.8160588586988237
2,8,0.7327052473604644,0.7261538918905229,0.7462384759455147,0.7830989342761413,0.8104692862545956,0.8272666313590814,0.8344681675693592,0.8287233445165154
2,9,0.712479726582758,0.7157757740784335,0.7370605224127926,0.7706744813143231,0.7929391802988078,0.8118841588224737,0.8224279873905678,0.8145944380643662
2,10,0.7134855523343194,0.7104917480447782,0.750361425618993,0.7788625745836035,0.8051555313809927,0.8210687187640731,0.8284811095243496,0.8209932955960577
3,1,0.6954164735209627,0.711783851514354,0.7370880491164479,0.7711391320720231,0.8067201492167553,0.822129597922945,0.8288141826385778,0.8171852514123951
3,2,0.7315392161936295,0.7348693968018375,0.7337226343275611,0.7928521959152574,0.806840165644692,0.8288940100791777,0.838067559339315,0.8353693918470309
3,3,0.7261847217986168,0.7243178607567201,0.7372697253605723,0.780606115993125,0.8079918829256262,0.8251762534835043,0.8332096466782426,0.828298882746152
3,4,0.7013143450461292,0.7261863734008362,0.7171647715448757,0.7867319086245568,0.8042713736595871,0.8274554645461563,0.8321608792689787,0.8290850454025451
3,5,0.7110417315838093,0.706628099919732,0.7351666852013138,0.7663004881035091,0.8006015135282738,0.8268581350768379,0.8313383813637609,0.8274785869772265
3,6,0.7092271712788576,0.7134343526655208,0.7206270803306287,0.7842484494207831,0.80149998513558,0.8218515782160274,0.8297985375612883,0.8192629670042908
3,7,0.7265497258890851,0.7221784853486368,0.724232527975389,0.769223824031693,0.8030772652550238,0.8191275356223072,0.8248927284358556,0.8221620794332581
3,8,0.7327052473604644,0.7261538918905229,0.7462384759455147,0.7830989342761413,0.807473830362835,0.8272666313590814,0.8361544534352774,0.8317386196349079
3,9,0.712479726582758,0.7157757740784335,0.7370605224127926,0.7706744813143231,0.7933961235794844,0.8118841588224737,0.8205594747464515,0.8152605842928224
3,10,0.7134855523343194,0.7104917480447782,0.750361425618993,0.7788625745836035,0.8020163860961518,0.8210687187640731,0.8280671079013752,0.8247501401109215
4,1,0.6954164735209627,0.711783851514354,0.7370880491164479,0.7711391320720231,0.8046705108625878,0.822129597922945,0.8284651440362295,0.8226878394730728
4,2,0.7315392161936295,0.7348693968018375,0.7337226343275611,0.7928521959152574,0.8082198040318912,0.8288940100791777,0.8377207228732593,0.8281920791359699
4,3,0.7261847217986168,0.7243178607567201,0.7372697253605723,0.780606115993125,0.810054734097548,0.8251762534835043,0.8348315200576079,0.8248442814374224
4,4,0.7013143450461292,0.7261863734008362,0.7171647715448757,0.7867319086245568,0.805785892894697,0.8274554645461563,0.8319417667078834,0.8269952180610409
4,5,0.7110417315838093,0.706628099919732,0.7351666852013138,0.7663004881035091,0.7982920230916012,0.8268581350768379,0.832161980337125,0.8302185950590668
4,6,0.7092271712788576,0.7134343526655208,0.7206270803306287,0.7842484494207831,0.8038760901950982,0.8218515782160274,0.8308104191876539,0.8205660811553288
4,7,0.7265497258890851,0.7221784853486368,0.724232527975389,0.769223824031693,0.8019530746777448,0.8191275356223072,0.8239480119664085,0.8181993351750533
4,8,0.7327052473604644,0.7261538918905229,0.7462384759455147,0.7830989342761413,0.8095818253287514,0.8272666313590814,0.8362552011706557,0.8321008710550105
4,9,0.712479726582758,0.7157757740784335,0.7370605224127926,0.7706744813143231,0.7914257621318441,0.8118841588224737,0.8207851937164241,0.8156465086780685
4,10,0.7134855523343194,0.7104917480447782,0.750361425618993,0.7788625745836035,0.8025564600218671,0.8210687187640731,0.8302218982635052,0.8166611429747999
5,1,0.6954164735209627,0.711783851514354,0.7370880491164479,0.7711391320720231,0.8060820802260272,0.822129597922945,0.8275941991325786,0.8222815453271218
5,2,0.7315392161936295,0.7348693968018375,0.7337226343275611,0.7928521959152574,0.8071291960330716,0.8288940100791777,0.8379475429113783,0.8320408628410421
5,3,0.7261847217986168,0.7243178607567201,0.7372697253605723,0.780606115993125,0.8087411597991212,0.8251762534835043,0.8330786195688438,0.8273481104019009
5,4,0.7013143450461292,0.7261863734008362,0.7171647715448757,0.7867319086245568,0.8039019652965342,0.8274554645461563,0.8325275349616664,0.8305709368658536
5,5,0.7110417315838093,0.706628099919732,0.7351666852013138,0.7663004881035091,0.8000906179084329,0.8268581350768379,0.8316742071483546,0.8336115365516087
5,6,0.7092271712788576,0.7134343526655208,0.7206270803306287,0.7842484494207831,0.8017466244003307,0.8218515782160274,0.8304283485409195,0.8205495651331356
5,7,0.7265497258890851,0.7221784853486368,0.724232527975389,0.769223824031693,0.800212836472662,0.8191275356223072,0.8241561138460421,0.8222633777027094
5,8,0.7327052473604644,0.7261538918905229,0.7462384759455147,0.7830989342761413,0.8069695411518714,0.8272666313590814,0.8353270007234018,0.8298299180034553
5,9,0.712479726582758,0.7157757740784335,0.7370605224127926,0.7706744813143231,0.7918188434600406,0.8118841588224737,0.8222600744982708,0.8179725151369344
5,10,0.7134855523343194,0.7104917480447782,0.750361425618993,0.7788625745836035,0.8015434773273551,0.8210687187640731,0.8285163437050282,0.8171384560161813
6,1,0.6954164735209627,0.711783851514354,0.7370880491164479,0.7711391320720231,0.8059257285492656,0.822129597922945,0.8279971900740909,0.8237514713023104
6,2,0.7315392161936295,0.7348693968018375,0.7337226343275611,0.7928521959152574,0.8081730086356775,0.8288940100791777,0.8378066061886635,0.8328171158841191
6,3,0.7261847217986168,0.7243178607567201,0.7372697253605723,0.780606115993125,0.809199754682017,0.8251762534835043,0.8328562038033095,0.8279630569615584
6,4,0.7013143450461292,0.7261863734008362,0.7171647715448757,0.7867319086245568,0.808387166390115,0.8274554645461563,0.8312679130024035,0.8249802633534793
6,5,0.7110417315838093,0.706628099919732,0.7351666852013138,0.7663004881035091,0.7974816369359915,0.8268581350768379,0.8317744043496594,0.8330593508762851
6,6,0.7092271712788576,0.7134343526655208,0.7206270803306287,0.7842484494207831,0.8049711024665026,0.8218515782160274,0.8304966147659844,0.815427396116973
6,7,0.7265497258890851,0.7221784853486368,0.724232527975389,0.769223824031693,0.8018187443639074,0.8191275356223072,0.8248817177543936,0.8188484148472434
6,8,0.7327052473604644,0.7261538918905229,0.7462384759455147,0.7830989342761413,0.8081779634423353,0.8272666313590814,0.8365381756842313,0.8346437879386793
6,9,0.712479726582758,0.7157757740784335,0.7370605224127926,0.7706744813143231,0.7916234038640886,0.8118841588224737,0.822551307022943,0.8159471002819836
6,10,0.7134855523343194,0.7104917480447782,0.750361425618993,0.7788625745836035,0.801452639205293,0.8210687187640731,0.8297473378924896,0.8205936078589839
7,1,0.6954164735209627,0.711783851514354,0.7370880491164479,0.7711391320720231,0.8045521460368703,0.822129597922945,0.8281898769996775,0.8209046596102879
7,2,0.7315392161936295,0.7348693968018375,0.7337226343275611,0.7928521959152574,0.8071121294768054,0.8288940100791777,0.836943368762036,0.8311456944381745
7,3,0.7261847217986168,0.7243178607567201,0.7372697253605723,0.780606115993125,0.8109922936240446,0.8251762534835043,0.8342699753030415,0.8251520299842878
7,4,0.7013143450461292,0.7261863734008362,0.7171647715448757,0.7867319086245568,0.8035589825689902,0.8274554645461563,0.8315685046063186,0.8267458261259247
7,5,0.7110417315838093,0.706628099919732,0.7351666852013138,0.7663004881035091,0.8019029760770924,0.8268581350768379,0.8318646919376487,0.8332580936766758
7,6,0.7092271712788576,0.7134343526655208,0.7206270803306287,0.7842484494207831,0.8007721790909361,0.8218515782160274,0.8302499755012337,0.8178893844918956
7,7,0.7265497258890851,0.7221784853486368,0.724232527975389,0.769223824031693,0.8004143319434183,0.8191275356223072,0.8250788089525648,0.8233699511896491
7,8,0.7327052473604644,0.7261538918905229,0.7462384759455147,0.7830989342761413,0.808893107203298,0.8272666313590814,0.8354993178882834,0.8275804357807508
7,9,0.712479726582758,0.7157757740784335,0.7370605224127926,0.7706744813143231,0.7914290653362828,0.8118841588224737,0.822725275790044,0.8168593352411173
7,10,0.7134855523343194,0.7104917480447782,0.750361425618993,0.7788625745836035,0.803500625957241,0.8210687187640731,0.830351824304758,0.8195993433229576
8,1,0.6954164735209627,0.711783851514354,0.7370880491164479,0.7711391320720231,0.8040362956103716,0.822129597922945,0.8280412327999394,0.8242541089110544
8,2,0.7315392161936295,0.7348693968018375,0.7337226343275611,0.7928521959152574,0.8061547507236769,0.8288940100791777,0.8370710926669962,0.8367567377112538
8,3,0.7261847217986168,0.7243178607567201,0.7372697253605723,0.780606115993125,0.809478875457081,0.8251762534835043,0.8331193590902535,0.8268735500308849
8,4,0.7013143450461292,0.7261863734008362,0.7171647715448757,0.7867319086245568,0.8034318091981031,0.8274554645461563,0.8323843961026591,0.8271576256126069
8,5,0.7110417315838093,0.706628099919732,0.7351666852013138,0.7663004881035091,0.7990787362820672,0.8268581350768379,0.8318437716428706,0.8320370091025304
8,6,0.7092271712788576,0.7134343526655208,0.7206270803306287,0.7842484494207831,0.8031901247400102,0.8218515782160274,0.8293575597687317,0.815490157001307
8,7,0.7265497258890851,0.7221784853486368,0.724232527975389,0.769223824031693,0.8006240854252711,0.8191275356223072,0.8237553250408222,0.8193163688093819
8,8,0.7327052473604644,0.7261538918905229,0.7462384759455147,0.7830989342761413,0.8095878812035555,0.8272666313590814,0.8352758010546031,0.8302719968641579
8,9,0.712479726582758,0.7157757740784335,0.7370605224127926,0.7706744813143231,0.7925081121195672,0.8118841588224737,0.821982054791353,0.8176829342144816
8,10,0.7134855523343194,0.7104917480447782,0.750361425618993,0.7788625745836035,0.8047685059276002,0.8210687187640731,0.8289931062123366,0.8223162289737275
9,1,0.6954164735209627,0.711783851514354,0.7370880491164479,0.7711391320720231,0.8052166406631072,0.822129597922945,0.8291566148320487,0.8240531639743716
9,2,0.7315392161936295,0.7348693968018375,0.7337226343275611,0.7928521959152574,0.8074578648747149,0.8288940100791777,0.8381710597450587,0.8299389237499298
9,3,0.7261847217986168,0.7243178607567201,0.7372697253605723,0.780606115993125,0.8099705023843631,0.8251762534835043,0.8331479868620548,0.8226735255871722
9,4,0.7013143450461292,0.7261863734008362,0.7171647715448757,0.7867319086245568,0.8029412833389671,0.8274554645461563,0.8324328431010923,0.8287508712201707
